Date,Adj Close Chevron stock,Adj Close Exxonmobil stock,Price S&P Oil,Price treasury,Price WTI crude oil,,
02-11-2015,67.45163,59.022415,"5,939.30",2.102,45.94,,
03-11-2015,69.710434,60.109024,"5,962.80",2.09,46.04,,
04-11-2015,68.737289,59.506912,"5,929.10",2.07,46.59,,
05-11-2015,67.160393,58.697151,"5,951.90",2.042,46.14,,
06-11-2015,66.791039,58.461823,"5,968.30",1.975,47.91,,
09-11-2015,65.576378,57.212154,"5,706.20",2.019,46.32,,
10-11-2015,66.222771,57.491413,"5,526.70",2.035,45.32,,
11-11-2015,65.484047,56.981781,"5,572.00",2.023,44.29,,
12-11-2015,63.829018,55.438911,"5,798.50",2.069,43.88,,
13-11-2015,62.990845,54.524338,"5,690.60",2.028,44.23,,
16-11-2015,65.751747,56.479126,"5,802.70",2.028,42.93,,
17-11-2015,65.449783,55.822872,"5,650.20",2.087,41.75,,
18-11-2015,66.298195,56.367416,"5,525.40",2.058,40.65,,
19-11-2015,65.305984,56.060226,"5,570.10",2.037,41.74,,
20-11-2015,63.997425,55.704189,"5,774.90",2.101,40.67,,
23-11-2015,64.716423,56.046272,"5,744.10",2.172,40.76,,
24-11-2015,65.679871,57.163296,"5,612.20",2.146,40.55,,
25-11-2015,65.334755,56.723461,"5,642.90",2.176,39.39,,
27-11-2015,64.97525,56.709511,"5,683.00",2.218,41.75,,
30-11-2015,65.658302,57.009693,"5,438.50",2.227,42.87,,
01-12-2015,66.492332,57.170269,"5,366.60",2.236,42.99,,
02-12-2015,64.888962,55.536633,"5,225.00",2.325,41.74,,
03-12-2015,63.882401,54.740757,"4,865.50",2.349,41.63,,
04-12-2015,64.500717,55.05492,"4,891.00",2.336,41.76,,
07-12-2015,62.753555,53.616776,"4,929.40",2.331,39.94,,
08-12-2015,62.149628,52.101814,"5,023.10",2.315,41.13,,
09-12-2015,62.983639,52.79995,"4,774.80",2.275,39.97,,
10-12-2015,64.20594,52.841839,"4,662.70",2.271,37.65,,
11-12-2015,62.149628,51.899349,"4,754.50",2.268,37.51,,
14-12-2015,64.227486,53.079197,"4,645.70",2.273,37.21,,
15-12-2015,66.693634,55.452854,"4,487.00",2.247,36.77,,
16-12-2015,67.182533,55.257385,"4,409.40",2.264,35.65,,
17-12-2015,65.097473,54.42659,"4,356.20",2.243,36.33,,
18-12-2015,64.572609,53.951874,"4,412.40",2.239,37.35,,
21-12-2015,64.162796,53.937912,"4,758.10",2.234,35.52,,
22-12-2015,64.903328,54.210186,"4,725.30",2.224,34.95,,
23-12-2015,67.448578,55.983444,"4,551.00",2.222,34.67,,
24-12-2015,66.183159,55.38306,"4,624.70",2.208,34.74,,
28-12-2015,64.968056,54.971161,"4,492.00",2.145,36.16,,
29-12-2015,65.607971,55.264378,"4,601.70",2.178,37.5,,
30-12-2015,64.773918,54.53133,"4,629.00",2.321,38.09,,
31-12-2015,64.680481,54.419617,"4,616.60",2.273,36.81,,
04-01-2016,63.882401,54.077545,"4,285.60",2.236,37.87,,
05-01-2016,64.428833,54.538303,"4,188.30",2.222,36.57,,
06-01-2016,61.883602,54.084526,"4,207.60",2.211,37.04,,
07-01-2016,59.690659,53.21883,"4,035.50",2.234,36.76,,
08-01-2016,59.05077,52.1437,"3,972.90",2.132,35.95,,
11-01-2016,58.072941,51.445576,"3,837.80",2.225,33.97,,
12-01-2016,59.065144,52.499744,"3,974.70",2.268,33.28,,
13-01-2016,58.475574,52.813919,"3,830.90",2.298,33.15,,
14-01-2016,61.452198,55.236443,"3,633.70",2.225,31.41,,
15-01-2016,60.157997,54.16132,"3,617.60",2.204,30.44,,
19-01-2016,58.604996,53.337509,"3,866.00",2.195,30.42,,
20-01-2016,56.785931,51.089512,"4,028.30",2.237,31.27,,
21-01-2016,58.27425,51.731812,"3,739.10",2.259,29.4,,
22-01-2016,60.064529,53.456196,"3,975.90",2.245,28.46,,
25-01-2016,58.159214,51.648048,"4,001.50",2.232,26.76,,
26-01-2016,60.48156,53.546955,"4,139.40",2.308,29.53,,
27-01-2016,59.884785,52.562588,"4,339.90",2.294,32.19,,
28-01-2016,61.775726,53.749413,"4,188.30",2.269,30.39,,
29-01-2016,62.171188,54.349808,"4,010.00",2.243,31.45,,
01-02-2016,61.322765,53.260727,"4,193.20",2.239,32.29,,
02-02-2016,58.41087,52.073895,"4,158.00",2.17,33.24,,
03-02-2016,60.841057,54.789627,"3,993.80",2.149,33.66,,
04-02-2016,60.963284,55.732124,"3,896.60",2.116,31.65,,
05-02-2016,59.59,55.906651,"3,742.40",2.175,29.88,,
08-02-2016,61.826065,56.660633,"3,706.10",2.105,32.31,,
09-02-2016,59.618767,56.414078,"3,634.60",2.091,31.67,,
10-02-2016,59.705029,55.899803,"3,724.00",2.091,30.89,,
11-02-2016,59.669094,56.075924,"3,671.80",2.037,29.72,,
12-02-2016,61.423447,57.083324,"3,844.00",2.045,28.07,,
16-02-2016,61.751095,57.217175,"3,689.10",2.056,27.58,,
17-02-2016,64.299461,57.766663,"3,620.70",1.988,26.2,,
18-02-2016,63.149071,58.08366,"3,796.30",2.028,29.44,,
19-02-2016,62.981602,58.118889,"3,582.70",2.057,29.07,,
22-02-2016,64.670807,58.041401,"3,659.80",2.006,30.66,,
23-02-2016,61.823895,57.224209,"3,665.90",2.003,30.77,,
24-02-2016,62.086014,57.428516,"3,756.10",2.003,29.6,,
25-02-2016,62.107868,57.773705,"3,737.80",1.982,31.48,,
26-02-2016,61.416149,57.590527,"3,823.90",1.923,31.85,,
29-02-2016,60.75359,56.463387,"4,036.10",1.95,32.15,,
01-03-2016,62.71217,57.259434,"4,232.50",1.852,33.13,,
02-03-2016,63.447578,58.259777,"4,394.90",1.883,32.71,,
03-03-2016,63.731533,58.04845,"4,565.50",1.846,33.75,,
04-03-2016,64.022812,57.970943,"4,190.50",1.843,34.4,,
07-03-2016,66.017822,59.499668,"4,345.20",1.748,34.57,,
08-03-2016,64.612572,58.210476,"4,325.70",1.731,34.57,,
09-03-2016,67.583252,58.04845,"4,522.90",1.673,35.91,,
10-03-2016,68.398727,57.893471,"4,446.40",1.664,37.89,,
11-03-2016,68.864723,57.900509,"4,446.10",1.746,36.49,,
14-03-2016,68.631744,58.055496,"4,620.70",1.772,38.2,,
15-03-2016,68.639008,58.344326,"4,703.70",1.779,37.84,,
16-03-2016,69.4618,58.379551,"4,700.00",1.816,38.5,,
17-03-2016,70.546661,59.246048,"4,694.30",1.741,37.22,,
18-03-2016,71.12915,59.316486,"4,704.40",1.743,36.33,,
21-03-2016,70.219025,58.907913,"4,474.50",1.755,38.5,,
22-03-2016,69.534592,59.260128,"4,535.30",1.716,40.19,,
23-03-2016,68.143906,58.999477,"4,492.40",1.752,39.47,,
24-03-2016,69.061333,59.161518,"4,555.00",1.714,39.91,,
28-03-2016,68.937538,59.330585,"4,548.20",1.764,41.41,,
29-03-2016,69.403557,59.548965,"4,622.50",1.738,39.8,,
30-03-2016,69.35257,59.541924,"4,542.80",1.827,39.48,,
31-03-2016,69.4618,58.886768,"4,489.10",1.835,39.34,,
01-04-2016,68.631744,58.442947,"4,451.00",1.835,38.31,,
04-04-2016,68.027397,58.583851,"4,603.60",1.876,38.37,,
05-04-2016,67.47403,57.914589,"4,605.50",1.904,38.34,,
06-04-2016,69.054047,58.689514,"4,779.20",1.831,36.77,,
07-04-2016,69.017632,58.027325,"4,778.30",1.88,35.75,,
08-04-2016,70.138947,58.619083,"5,095.00",1.936,35.89,,
11-04-2016,69.345291,58.696548,"5,041.10",1.98,37.69,,
12-04-2016,70.998108,59.422165,"5,044.00",1.961,37.26,,
13-04-2016,71.063629,59.760323,"4,966.80",1.968,39.65,,
14-04-2016,71.340309,60.182991,"5,059.90",1.913,40.41,,
15-04-2016,70.794228,59.858952,"5,184.50",1.898,42.07,,
18-04-2016,71.864532,60.429558,"5,254.40",1.877,41.76,,
19-04-2016,73.17514,60.732487,"5,199.40",1.917,41.42,,
20-04-2016,74.04158,61.148121,"5,384.30",1.944,40.36,,
21-04-2016,73.830452,61.141071,"5,302.50",1.879,39.78,,
22-04-2016,74.27459,61.66238,"5,465.30",1.9,41.08,,
25-04-2016,73.910553,61.521492,"5,629.60",1.883,42.74,,
26-04-2016,74.478447,61.732815,"5,456.70",1.804,43.23,,
27-04-2016,75.614311,62.317539,"5,437.90",1.828,43.73,,
28-04-2016,74.558571,62.014626,"5,397.40",1.77,42.64,,
29-04-2016,74.398361,62.275272,"5,148.30",1.774,43.91,,
02-05-2016,75.22113,62.78952,"5,026.00",1.762,45.24,,
03-05-2016,73.772202,62.070969,"5,137.40",1.72,46.01,,
04-05-2016,73.240669,61.95121,"5,072.60",1.758,45.91,,
05-05-2016,73.844994,62.021645,"4,962.00",1.687,44.77,,
06-05-2016,74.16539,62.352768,"5,159.10",1.717,43.65,,
09-05-2016,73.065926,62.395039,"5,207.80",1.722,43.78,,
10-05-2016,73.735786,63.395382,"5,192.20",1.776,44.32,,
11-05-2016,73.641129,63.089928,"5,107.60",1.766,44.61,,
12-05-2016,74.354691,63.700844,"5,217.80",1.792,43.44,,
13-05-2016,73.349892,62.983356,"5,292.30",1.753,44.66,,
16-05-2016,74.478447,63.629822,"5,217.60",1.771,46.17,,
17-05-2016,74.132645,63.601387,"5,191.50",1.787,46.52,,
18-05-2016,73.624908,63.473518,"5,235.70",1.845,46.2,,
19-05-2016,73.470413,64.013412,"5,226.20",1.865,47.71,,
20-05-2016,73.426262,63.750568,"5,259.50",1.891,48.31,,
23-05-2016,73.124565,63.651138,"5,421.20",1.914,48.15,,
24-05-2016,73.720573,63.700844,"5,383.40",1.931,48.16,,
25-05-2016,74.883133,64.119957,"5,358.60",1.852,47.67,,
26-05-2016,74.684502,63.793221,"5,394.90",1.824,48.11,,
27-05-2016,75.067101,63.942398,"5,394.90",1.835,48.62,,
31-05-2016,74.316582,63.23909,"5,457.10",1.872,49.51,,
01-06-2016,74.412239,63.39539,"5,474.50",1.796,49.47,,
02-06-2016,73.970741,62.891026,"5,405.00",1.777,49.33,,
03-06-2016,74.066444,62.77734,"5,556.40",1.742,49.07,,
06-06-2016,74.441673,63.466415,"5,704.20",1.779,49.09,,
07-06-2016,76.023674,64.439651,"5,650.80",1.751,49.07,,
08-06-2016,75.854424,64.496483,"5,620.70",1.754,48.7,,
09-06-2016,75.648407,64.41124,"5,346.90",1.735,49.68,,
10-06-2016,75.037674,63.921082,"5,308.30",1.748,50.37,,
13-06-2016,75.125977,64.354416,"5,320.70",1.702,51.18,,
14-06-2016,74.522614,64.240761,"5,322.50",1.757,50.53,,
15-06-2016,74.044327,64.048958,"5,185.30",1.772,49.07,,
16-06-2016,74.368103,64.801956,"5,335.50",1.859,48.83,,
17-06-2016,74.735992,64.446777,"5,434.70",1.847,48.47,,
20-06-2016,75.501244,64.730934,"5,521.00",1.844,48.01,,
21-06-2016,75.964798,65.022186,"5,466.50",1.835,46.24,,
22-06-2016,75.26577,64.766464,"5,567.60",1.865,48,,
23-06-2016,76.847771,65.213974,"5,271.60",1.872,49.32,,
24-06-2016,74.978798,63.501953,"4,992.90",1.83,48.85,,
27-06-2016,73.845665,63.12542,"5,234.30",1.851,49.1,,
28-06-2016,74.780144,64.581741,"5,346.00",1.862,50.11,,
29-06-2016,76.097244,65.682854,"5,297.30",1.851,47.62,,
30-06-2016,77.13472,66.59214,"5,402.50",1.839,46.33,,
01-07-2016,76.634377,66.663162,"5,188.00",1.799,47.86,,
05-07-2016,76.207619,66.080666,"5,223.30",1.702,49.73,,
06-07-2016,76.95079,66.840782,"5,125.60",1.737,48.33,,
07-07-2016,75.824989,66.038055,"5,228.40",1.716,48.99,,
08-07-2016,77.090584,66.450058,"5,207.60",1.704,46.65,,
11-07-2016,77.546783,66.698708,"5,461.80",1.682,47.36,,
12-07-2016,78.569542,67.451744,"5,344.70",1.644,45.19,,
13-07-2016,78.4739,67.401993,"5,335.30",1.613,45.32,,
14-07-2016,78.510681,67.451744,"5,304.40",1.613,44.77,,
15-07-2016,78.753494,67.572472,"5,332.00",1.575,46.7,,
18-07-2016,78.061821,67.35936,"5,275.80",1.579,44.92,,
19-07-2016,78.02504,67.110741,"5,279.60",1.611,45.52,,
20-07-2016,77.693947,66.727135,"5,189.20",1.678,45.92,,
21-07-2016,77.546783,66.670288,"5,198.70",1.709,45.33,,
22-07-2016,77.745461,66.783951,"5,065.10",1.687,44.73,,
25-07-2016,75.839729,65.498154,"5,164.90",1.744,44.85,,
26-07-2016,75.55275,65.022186,"5,052.80",1.562,44.73,,
27-07-2016,75.243713,64.581741,"5,078.50",1.444,44.27,,
28-07-2016,74.897896,64.07737,"5,212.00",1.465,43.18,,
29-07-2016,75.405579,63.189377,"4,992.00",1.517,42.92,,
01-08-2016,72.925919,60.994244,"5,023.70",1.475,41.92,,
02-08-2016,73.279106,61.832527,"5,223.00",1.456,41.14,,
03-08-2016,74.029617,62.15221,"5,252.90",1.441,41.53,,
04-08-2016,73.867744,62.145111,"5,329.60",1.375,40.06,,
05-08-2016,73.956062,62.201912,"5,442.10",1.373,39.52,,
08-08-2016,74.463753,62.933632,"5,373.70",1.385,40.83,,
09-08-2016,74.55204,63.01178,"5,302.30",1.358,41.86,,
10-08-2016,73.683792,61.908451,"5,443.00",1.43,41.8,,
11-08-2016,74.610924,62.130535,"5,484.90",1.507,43.04,,
12-08-2016,75.170143,62.940125,"5,596.20",1.473,42.71,,
15-08-2016,75.61898,62.911457,"5,594.40",1.537,41.71,,
16-08-2016,75.508583,62.990265,"5,598.90",1.558,43.42,,
17-08-2016,76.006805,63.126415,"5,760.40",1.582,44.49,,
18-08-2016,76.995712,63.699558,"5,716.40",1.558,45.73,,
19-08-2016,76.081146,62.904324,"5,606.00",1.58,46.65,,
22-08-2016,75.798599,63.040436,"5,696.80",1.556,46.79,,
23-08-2016,75.605247,62.846996,"5,640.50",1.566,48.22,,
24-08-2016,75.991905,63.061939,"5,642.60",1.575,48.52,,
25-08-2016,75.761414,62.660706,"5,660.40",1.563,46.81,,
26-08-2016,75.337585,62.52459,"5,710.30",1.503,48.14,,
29-08-2016,75.880386,62.932968,"5,701.20",1.508,46.75,,
30-08-2016,75.620132,62.703678,"5,588.00",1.45,47.33,,
31-08-2016,74.787346,62.431454,"5,568.30",1.52,47.64,,
01-09-2016,74.512215,62.216503,"5,676.30",1.554,46.98,,
02-09-2016,75.0476,62.632069,"5,750.00",1.545,46.34,,
06-09-2016,76.162926,63.455956,"5,792.30",1.503,44.7,,
07-09-2016,76.49752,63.219555,"5,944.60",1.59,43.24,,
08-09-2016,77.419563,63.799866,"5,744.70",1.59,44.33,,
09-09-2016,75.300415,62.216503,"5,812.80",1.592,44.87,,
12-09-2016,76.029099,62.538914,"5,564.90",1.549,45.5,,
13-09-2016,73.932243,61.04871,"5,427.70",1.513,47.63,,
14-09-2016,73.181259,60.611668,"5,509.40",1.561,45.88,,
15-09-2016,73.984299,60.955559,"5,497.70",1.51,46.25,,
16-09-2016,72.749992,60.203281,"5,493.00",1.51,44.88,,
19-09-2016,72.898697,60.060005,"5,410.70",1.558,43.6,,
20-09-2016,72.645889,59.135769,"5,605.40",1.575,43.87,,
21-09-2016,74.080956,59.680294,"5,659.90",1.549,43.03,,
22-09-2016,74.341194,59.852219,"5,500.90",1.534,43.42,,
23-09-2016,73.776085,59.787743,"5,490.40",1.58,43.85,,
26-09-2016,73.448929,59.508335,"5,364.50",1.544,45.3,,
27-09-2016,73.597633,59.63731,"5,702.90",1.546,46.32,,
28-09-2016,75.95475,62.259491,"5,751.40",1.563,44.54,,
29-09-2016,75.300415,61.944279,"5,854.80",1.578,45.78,,
30-09-2016,76.527267,62.531765,"5,868.40",1.628,44.67,,
03-10-2016,76.177795,62.366966,"5,796.50",1.563,47.29,,
04-10-2016,75.300415,61.793823,"5,939.60",1.57,47.83,,
05-10-2016,76.014221,62.331139,"5,920.60",1.578,48.24,,
06-10-2016,75.977036,62.35981,"5,834.60",1.568,48.71,,
07-10-2016,76.043953,62.144871,"5,960.30",1.607,48.63,,
10-10-2016,77.31546,63.362831,"5,880.00",1.609,49.73,,
11-10-2016,76.616501,62.861301,"5,825.40",1.536,50.46,,
12-10-2016,75.95475,62.424267,"5,793.90",1.536,49.76,,
13-10-2016,74.943489,62.0159,"5,732.40",1.601,51.24,,
14-10-2016,75.159119,62.001595,"5,688.20",1.675,50.73,,
17-10-2016,75.367325,62.001595,"5,692.90",1.666,50.2,,
18-10-2016,75.687057,62.166367,"5,789.70",1.729,50.4,,
19-10-2016,76.043953,62.452934,"5,800.10",1.698,50.33,,
20-10-2016,75.746536,62.481586,"5,772.60",1.698,49.95,,
21-10-2016,75.322716,62.058891,"5,700.90",1.694,50.32,,
24-10-2016,74.846817,62.266651,"5,593.20",1.694,51.52,,
25-10-2016,74.928635,62.130535,"5,594.60",1.707,50.43,,
26-10-2016,75.240929,62.395622,"5,600.40",1.693,50.84,,
27-10-2016,74.2966,62.27383,"5,506.50",1.655,50.52,,
28-10-2016,77.196472,60.740631,"5,386.90",1.618,49.81,,
31-10-2016,77.887978,59.694607,"5,391.00",1.62,49.12,,
01-11-2016,79.174355,59.931046,"5,295.60",1.62,49.66,,
02-11-2016,78.363876,59.787743,"5,335.20",1.584,48.76,,
03-11-2016,78.363876,59.93821,"5,289.70",1.56,46.82,,
04-11-2016,77.910278,59.873726,"5,415.70",1.572,46.75,,
07-11-2016,79.449455,61.220627,"5,396.70",1.558,45.34,,
08-11-2016,79.776649,61.661556,"5,638.60",1.598,44.68,,
09-11-2016,80.03688,62.340973,"5,628.70",1.627,44.09,,
10-11-2016,80.148422,62.919205,"5,552.10",1.69,44.89,,
11-11-2016,79.293327,61.921764,"5,622.30",1.706,44.96,,
14-11-2016,79.256142,61.63987,"5,851.90",1.739,45.21,,
15-11-2016,81.018379,62.75296,"5,800.20",1.723,44.59,,
16-11-2016,81.371353,61.97958,"5,795.30",1.765,43.25,,
17-11-2016,81.198624,61.603729,"5,825.00",1.767,43.32,,
18-11-2016,82.009712,61.63987,"6,074.80",1.771,45.82,,
21-11-2016,82.745697,62.514454,"6,062.10",1.746,45.57,,
22-11-2016,83.076126,62.651794,"6,110.00",1.805,45.27,,
23-11-2016,83.361511,62.825249,"6,027.20",1.805,45.57,,
25-11-2016,83.361511,62.969818,"5,824.40",1.768,47.48,,
28-11-2016,82.986,62.5,"5,713.20",1.74,48.07,,
29-11-2016,82.114853,62.088001,"6,365.40",1.747,47.96,,
30-11-2016,83.782066,63.099903,"6,391.10",1.756,46.06,,
01-12-2016,85.081322,63.056538,"6,382.20",1.736,47.08,,
02-12-2016,84.863518,62.912003,"6,453.10",1.766,45.28,,
05-12-2016,85.051292,63.230011,"6,486.80",1.758,49.36,,
06-12-2016,84.683266,63.287842,"6,515.70",1.791,51.1,,
07-12-2016,85.944962,63.656467,"6,587.10",1.85,51.61,,
08-12-2016,86.493195,63.837154,"6,564.00",1.849,51.54,,
09-12-2016,86.973854,64.328682,"6,512.50",1.826,50.91,,
12-12-2016,87.980202,65.759796,"6,598.10",1.827,49.83,,
13-12-2016,88.182945,66.91626,"6,349.00",1.801,50.87,,
14-12-2016,87.086517,65.47068,"6,378.20",1.81,51.44,,
15-12-2016,87.905113,65.69474,"6,388.40",1.778,52.77,,
16-12-2016,88.678612,65.904358,"6,426.00",1.828,52.91,,
19-12-2016,88.355698,65.355026,"6,396.40",1.858,51.04,,
20-12-2016,88.581001,65.362251,"6,385.00",2.068,50.9,,
21-12-2016,88.550964,65.25386,"6,421.30",2.138,51.95,,
22-12-2016,89.196808,65.680298,"6,426.10",2.254,52.12,,
23-12-2016,88.933975,65.564636,"6,466.50",2.23,52.22,,
27-12-2016,88.783768,65.593559,"6,385.30",2.214,52.56,,
28-12-2016,88.550964,65.268288,"6,342.10",2.297,52.95,,
29-12-2016,88.483353,65.30442,"6,308.60",2.348,53.02,,
30-12-2016,88.393257,65.239365,"6,395.00",2.314,53.84,,
03-01-2017,88.505905,65.69474,"6,428.00",2.314,54.04,,
04-01-2017,88.483353,64.971947,"6,408.90",2.355,53.76,,
05-01-2017,88.100357,64.003387,"6,357.40",2.382,53.67,,
06-01-2017,87.747383,63.967262,"6,183.20",2.359,53.81,,
09-01-2017,86.996368,62.912003,"6,182.80",2.312,52.32,,
10-01-2017,86.335495,62.109692,"6,244.30",2.293,53.26,,
11-01-2017,87.063957,62.745747,"6,201.00",2.39,53.75,,
12-01-2017,87.236687,62.406025,"6,164.50",2.454,53.99,,
13-01-2017,87.401917,62.413265,"6,258.10",2.392,51.94,,
17-01-2017,87.326828,63.143272,"6,249.80",2.401,50.84,,
18-01-2017,87.071495,62.362648,"6,228.10",2.392,52.16,,
19-01-2017,86.801117,61.242325,"6,255.70",2.344,53.04,,
20-01-2017,86.816124,62.080772,"6,193.10",2.409,52.37,,
23-01-2017,86.658424,61.41581,"6,293.40",2.466,52.49,,
24-01-2017,87.394409,61.502533,"6,338.10",2.477,51.08,,
25-01-2017,88.047783,61.683231,"6,361.60",2.473,51.37,,
26-01-2017,87.52961,61.871151,"6,292.00",2.567,52.33,,
27-01-2017,85.456825,61.806103,"6,112.50",2.606,52.75,,
30-01-2017,83.977333,61.336288,"6,099.10",2.599,53.16,,
31-01-2017,83.624367,60.635178,"6,054.50",2.544,52.75,,
01-02-2017,83.361511,59.948524,"6,104.20",2.56,53.76,,
02-02-2017,84.270218,60.317131,"6,193.90",2.538,53.17,,
03-02-2017,85.291611,60.382202,"6,102.90",2.553,52.63,,
06-02-2017,84.848511,60.215961,"5,955.50",2.543,52.74,,
07-02-2017,83.654404,59.825645,"5,965.20",2.543,53.82,,
08-02-2017,83.797104,59.431782,"6,079.80",2.561,53.55,,
09-02-2017,84.30777,59.694363,"6,144.00",2.512,53.83,,
10-02-2017,84.90107,60.190376,"6,090.30",2.477,53.04,,
13-02-2017,85.546959,60.54047,"6,146.20",2.446,52.17,,
14-02-2017,85.311913,60.409187,"6,114.50",2.446,52.34,,
15-02-2017,85.349815,60.657192,"6,006.00",2.448,53,,
16-02-2017,83.916832,60.029892,"5,979.00",2.441,53.86,,
17-02-2017,83.651474,59.636002,"6,052.90",2.348,52.93,,
21-02-2017,84.705353,59.730824,"5,877.10",2.421,53.2,,
22-02-2017,83.689369,59.030617,"5,873.30",2.368,53.11,,
23-02-2017,84.174599,59.6506,"5,760.20",2.378,53.36,,
24-02-2017,83.492233,59.140011,"5,804.10",2.37,53.4,,
27-02-2017,84.728088,59.475548,"5,753.70",2.361,54.06,,
28-02-2017,85.296745,59.315075,"5,912.60",2.398,53.59,,
01-03-2017,86.34304,60.555042,"5,768.30",2.378,54.45,,
02-03-2017,85.948784,60.759308,"5,747.30",2.325,53.99,,
03-03-2017,86.092842,60.146606,"5,788.60",2.428,54.05,,
06-03-2017,85.804726,60.416473,"5,708.00",2.47,54.01,,
07-03-2017,84.773582,60.190376,"5,464.10",2.467,53.83,,
08-03-2017,83.10556,59.103546,"5,505.90",2.401,52.61,,
09-03-2017,83.431595,59.570358,"5,482.80",2.465,53.33,,
10-03-2017,83.863747,59.526619,"5,524.50",2.515,53.2,,
13-03-2017,82.908417,59.388023,"5,447.80",2.512,53.14,,
14-03-2017,81.39962,59.074371,"5,615.00",2.486,50.28,,
15-03-2017,82.552071,59.811054,"5,559.60",2.49,49.28,,
16-03-2017,81.778702,59.862129,"5,550.60",2.466,48.49,,
17-03-2017,81.642242,59.811054,"5,555.60",2.477,48.4,,
20-03-2017,81.627075,59.811054,"5,428.90",2.474,47.72,,
21-03-2017,81.915176,59.687077,"5,379.60",2.467,48.86,,
22-03-2017,82.180534,59.636002,"5,358.70",2.417,48.75,,
23-03-2017,81.786308,59.708954,"5,356.80",2.397,48.78,,
24-03-2017,81.877274,59.249439,"5,388.10",2.34,48.22,,
27-03-2017,80.58078,59.264015,"5,529.20",2.397,47.5,,
28-03-2017,81.255562,59.694363,"5,677.50",2.409,48.04,,
29-03-2017,81.937935,59.825661,"5,629.60",2.436,47.7,,
30-03-2017,81.718048,61.051052,"5,700.60",2.472,47.97,,
31-03-2017,81.407211,59.818371,"5,671.70",2.497,47.73,,
03-04-2017,81.733223,59.862129,"5,759.90",2.447,48.37,,
04-04-2017,82.385277,60.080944,"5,624.40",2.42,49.51,,
05-04-2017,82.370117,60.197651,"5,705.10",2.436,50.35,,
06-04-2017,82.862946,60.54776,"5,666.00",2.431,50.6,,
07-04-2017,82.536926,60.365421,"5,760.40",2.415,50.24,,
10-04-2017,82.969101,60.635284,"5,765.60",2.375,51.03,,
11-04-2017,82.620308,60.423779,"5,666.90",2.315,51.15,,
12-04-2017,82.620308,60.518597,"5,530.80",2.367,51.7,,
13-04-2017,80.444313,59.584969,"5,556.00",2.397,52.24,,
17-04-2017,80.497375,59.504723,"5,472.60",2.458,53.08,,
18-04-2017,80.12587,59.11813,"5,323.70",2.481,53.4,,
19-04-2017,79.026474,58.709667,"5,331.30",2.482,53.11,,
20-04-2017,79.51931,59.088959,"5,349.60",2.494,53.18,,
21-04-2017,79.526901,58.855553,"5,384.10",2.518,52.65,,
24-04-2017,80.315407,59.161911,"5,493.80",2.56,52.41,,
25-04-2017,80.921974,59.614136,"5,466.50",2.609,50.44,,
26-04-2017,80.429131,59.373425,"5,366.80",2.575,50.27,,
27-04-2017,79.966652,59.271317,"5,326.60",2.626,49.62,,
28-04-2017,80.899208,59.555794,"5,318.80",2.602,49.23,,
01-05-2017,80.307823,59.854832,"5,284.10",2.5,49.56,,
02-05-2017,79.88324,59.847561,"5,286.10",2.537,49.62,,
03-05-2017,80.914391,60.321648,"5,102.80",2.5,48.97,,
04-05-2017,79.466232,59.548496,"5,302.50",2.5,49.33,,
05-05-2017,80.209259,59.825661,"5,376.20",2.463,48.84,,
08-05-2017,80.884041,60.460239,"5,307.80",2.416,47.66,,
09-05-2017,79.670937,60.037182,"5,425.30",2.403,47.82,,
10-05-2017,80.747597,60.309624,"5,390.90",2.418,45.52,,
11-05-2017,80.527718,60.825016,"5,368.60",2.418,46.22,,
12-05-2017,80.338158,60.780838,"5,401.60",2.378,46.43,,
15-05-2017,81.012947,60.964905,"5,351.70",2.42,45.88,,
16-05-2017,81.316216,60.780838,"5,276.10",2.38,47.33,,
17-05-2017,80.190331,60.368515,"5,264.10",2.421,47.83,,
18-05-2017,80.550301,60.191814,"5,396.50",2.389,47.84,,
19-05-2017,81.58429,60.324329,"5,353.10",2.323,48.85,,
22-05-2017,81.277946,60.589394,"5,348.50",2.364,48.66,,
23-05-2017,81.39283,60.802933,"5,286.10",2.339,49.07,,
24-05-2017,81.354523,60.589394,"5,141.80",2.341,49.35,,
25-05-2017,80.504372,60.191814,"5,160.30",2.382,50.33,,
26-05-2017,80.205643,60.04454,"5,012.90",2.366,50.73,,
30-05-2017,79.700165,59.713219,"4,951.90",2.298,51.47,,
31-05-2017,79.255951,59.27145,"5,012.10",2.244,51.36,,
01-06-2017,79.861,59.418697,"4,910.10",2.232,48.9,,
02-06-2017,78.972542,58.535149,"4,894.80",2.248,49.8,,
05-06-2017,79.033844,58.99165,"5,024.50",2.172,49.66,,
06-06-2017,79.784401,59.794201,"4,811.10",2.216,48.32,,
07-06-2017,79.478043,59.573326,"4,774.00",2.236,48.36,,
08-06-2017,79.65419,59.359802,"4,957.60",2.246,47.66,,
09-06-2017,81.492378,60.471592,"4,986.20",2.246,47.4,,
12-06-2017,82.748474,61.060642,"5,115.20",2.273,48.19,,
13-06-2017,82.81739,61.082699,"4,889.60",2.334,45.72,,
14-06-2017,81.645561,60.427422,"4,768.50",2.303,45.64,,
15-06-2017,81.438766,60.567307,"4,816.60",2.3,45.83,,
16-06-2017,82.985886,61.472946,"4,807.80",2.289,46.08,,
19-06-2017,82.304245,60.935463,"4,746.30",2.322,46.46,,
